연번,업체명,대표자명(익명),벤처확인유형,지역,주소,업종분류(기보),업종명(11차),주생산품,벤처유효시작일,벤처유효종료일,벤처확인기관,신규_재확인
5564,㈜ 큐씨엔,최**,연구개발유형,서울,서울특별시 강북구,정보처리S/W,응용 소프트웨어 개발 및 공급업,웹/앱 단말 프레임워크,2024-03-13,2027-03-12,벤처기업확인기관,재확인
5565,(주)안성,김**,혁신성장유형,인천,인천광역시 계양구,제조업,전기경보 및 신호장치 제조업,"전기차충전기, 유해가스감지통보장치, 주차차단기",2024-05-02,2027-05-01,벤처기업확인기관,신규
5566,주식회사 엠앤에프컴퍼니,강**,혁신성장유형,서울,서울특별시 금천구,제조업,여자용 겉옷 제조업,"여성의류 제조, 제품디자인개발",2024-03-06,2027-03-05,벤처기업확인기관,신규
5567,문테크놀러지 주식회사,강**,벤처투자유형,서울,서울특별시 강서구,정보처리S/W,만화 출판업,만화제작,2024-02-21,2027-02-20,벤처기업확인기관,신규
5568,지엘팜텍㈜,"진**,김**",연구개발유형,경기,경기도 성남시,연구개발서비스,의학 및 약학 연구개발업,"지소렌정, 자누비아정, 카발린CR정 등",2024-03-29,2027-03-28,벤처기업확인기관,재확인
5569,주식회사 스튜디오브이알,박**,벤처투자유형,경기,경기도 부천시,제조업,기타 음향기기 제조업,실감콘텐츠 제작,2024-03-24,2027-03-23,벤처기업확인기관,재확인
5570,동림신소재,박**,혁신성장유형,경남,경상남도 밀양시,제조업,기타 플라스틱 발포 성형제품 제조업,발포스폰지,2024-03-22,2027-03-21,벤처기업확인기관,재확인
5571,주식회사 알체라,황**,연구개발유형,경기,경기도 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,인공지능 및 증강현실 엔진 개발,2024-03-30,2027-03-29,벤처기업확인기관,재확인
5572,주식회사 이디솔루션,"나**,조**",혁신성장유형,경기,경기도 안양시,제조업,전구 및 램프 제조업,"태양광도로표지병, 경관조명 제조",2024-02-28,2027-02-27,벤처기업확인기관,신규
5573,주식회사 체리,이**,혁신성장유형,대구,대구광역시 동구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,SW,2024-04-09,2027-04-08,벤처기업확인기관,신규
5574,(주)엔팩코리아,김**,혁신성장유형,부산,부산광역시 강서구,제조업,선박 구성 부분품 제조업,조선기자재,2024-02-08,2027-02-07,벤처기업확인기관,재확인
5575,(주) 휴에버그린팜,"전**,전**",벤처투자유형,인천,인천광역시 부평구,연구개발서비스,자연과학 및 공학 융합 연구개발업,"식물(특용, 희귀, 염생), 수경재배기(스마트팜), 발효가공품, 면역항체 등",2024-02-21,2027-02-20,벤처기업확인기관,신규
5576,주식회사 현대아이티,장**,혁신성장유형,서울,서울특별시 강동구,제조업,액정 표시장치 제조업,"Digital Signage, Smart Board",2024-03-27,2027-03-26,벤처기업확인기관,재확인
5577,주식회사 에스지유테크,유**,혁신성장유형,경기,경기도 화성시,제조업,반도체 제조용 기계 제조업,gas line 및 반도체 부품,2024-03-06,2027-03-05,벤처기업확인기관,재확인
5578,주식회사 더뮤즈엔터테인먼트,이**,벤처투자유형,제주,제주특별자치도 서귀포시,기타,그 외 기타 창작 및 예술관련 서비스업,연예 기획사,2024-03-24,2027-03-23,벤처기업확인기관,재확인
5579,디앤에이(주),김**,혁신성장유형,경기,경기 용인시,제조업,기타 반도체소자 제조업,전자부품기계,2024-03-29,2027-03-28,벤처기업확인기관,재확인
5580,"주식회사 티지(TG Co.,Ltd.)",전**,혁신성장유형,서울,서울특별시 영등포구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,시스템 개발 및 IT 컨설팅,2024-03-30,2027-03-29,벤처기업확인기관,재확인
5581,㈜데이터사이언스랩,유**,혁신성장유형,서울,서울특별시 송파구,정보처리S/W,응용 소프트웨어 개발 및 공급업,데이터사이언스서비스,2024-03-16,2027-03-15,벤처기업확인기관,재확인
5582,주식회사 메이저나인,박**,혁신성장유형,서울,서울특별시 강남구,기타,음악 및 기타 오디오물 출판업,"음반,음원,광고대행업",2024-03-28,2027-03-27,벤처기업확인기관,재확인
5583,주식회사 큐로셀,김**,벤처투자유형,대전,대전광역시 유성구,연구개발서비스,의학 및 약학 연구개발업,세포치료제,2024-03-30,2027-03-29,벤처기업확인기관,재확인
5584,(주)반도,"이**,이**",혁신성장유형,대구,대구광역시 달성군,제조업,플라스틱 필름 제조업,"PE, PS 필름",2024-04-03,2027-04-02,벤처기업확인기관,재확인
5585,유비엘바이오 주식회사,김**,벤처투자유형,경기,경기도 수원시,연구개발서비스,"물리, 화학 및 생물학 연구개발업",연구 서비스,2024-03-24,2027-03-23,벤처기업확인기관,재확인
5586,주식회사 제로더,심**,벤처투자유형,서울,서울특별시 동대문구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,의료용품,2024-02-21,2027-02-20,벤처기업확인기관,신규
5587,주식회사 택트레이서,J**,벤처투자유형,경기,경기도 안산시,제조업,산업용 로봇 제조업,재고관리 자동화 로봇,2024-03-28,2027-03-27,벤처기업확인기관,재확인
5588,㈜원방포스택,최**,연구개발유형,대전,대전광역시 유성구,제조업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",수조시험용장비외,2024-03-26,2027-03-25,벤처기업확인기관,재확인
5589,㈜오비이랩,윤**,벤처투자유형,서울,서울특별시 강남구,제조업,그 외 기타 의료용 기기 제조업,NIRSIT,2024-03-28,2027-03-27,벤처기업확인기관,재확인
5590,비케이앤미디어 주식회사,"민**,박**",혁신성장유형,서울,서울특별시 강남구,기타,녹음시설 운영업,음원 제작 ,2024-03-20,2027-03-19,벤처기업확인기관,신규
5591,주식회사 태강스틸,윤**,혁신성장유형,경북,경상북도 영천시,제조업,자동차 차체용 신품 부품 제조업,"자동차 차체 레이저가공, 핫프레스포밍 , 철판코일 임가공",2024-03-06,2027-03-05,벤처기업확인기관,신규
5592,주식회사 신우엔지니어링,김**,연구개발유형,경기,경기도 안양시,기타,건물 및 토목 엔지니어링 서비스업,지반조사,2024-03-23,2027-03-22,벤처기업확인기관,재확인
5593,㈜유비라이트,이**,혁신성장유형,경기,경기도 안성시,제조업,플라스틱 필름 제조업,기능성 필름 및 테이프제조,2024-03-13,2027-03-12,벤처기업확인기관,재확인
5594,㈜아우라프리시젼,서**,연구개발유형,경기,경기도 용인시,제조업,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",정밀자동화기기,2024-02-15,2027-02-14,벤처기업확인기관,재확인
5595,낙우산업(주),이**,혁신성장유형,경남,경남 산청군,제조업,항공기용 부품 제조업,"항공기부품,고령토,친환경 페인트,물탱크제조및설치,상하수도폐수장치,농업용기계,산업용기계,자동차부품,무역",2024-03-28,2027-03-27,벤처기업확인기관,재확인
5596,주식회사 엠툰팩토리,이**,벤처투자유형,제주,제주 서귀포시,정보처리S/W,만화 출판업,만화출판업/웹툰제작,2024-02-21,2027-02-20,벤처기업확인기관,신규
5597,(주)레이븐어스,정**,벤처투자유형,서울,서울특별시 강서구,기타,그 외 기타 광고 관련 서비스업,광고동영상,2024-02-21,2027-02-20,벤처기업확인기관,신규
5598,(주)삼성이앤지,맹**,혁신성장유형,경북,경북 성주군,제조업,농업 및 임업용 기계 제조업,"농업용기계,자동제어기계 제조,도매,무역",2024-02-28,2027-02-27,벤처기업확인기관,재확인
5599,농업회사법인넥스트리주식회사,조**,혁신성장유형,광주,광주광역시 북구,"농,어,임,광업",곡물 및 기타 식량작물 재배업,과수묘목,2025-04-08,2028-04-07,벤처기업확인기관,신규
5600,주식회사 에키프,심**,혁신성장유형,경남,경상남도 양산시,제조업,선박 구성 부분품 제조업,진공식 화장실 시스템,2024-09-04,2027-09-03,벤처기업확인기관,신규
5601,주식회사 에이치엔케이(HNK),최**,혁신성장유형,경기,경기도 화성시,제조업,그 외 기타 특수목적용 기계 제조업,"기계장비, 기계부품",2024-03-22,2027-03-21,벤처기업확인기관,재확인
5602,진원생명과학 주식회사,"고**,한**",연구개발유형,서울,서울특별시 영등포구,제조업,그 외 기타 분류 안된 화학제품 제조업,플라스미드(DNA백신),2024-07-10,2027-07-09,벤처기업확인기관,재확인
5603,㈜쓰리디엔지니어링,정**,연구개발유형,경기,경기도 하남시,기타,건축설계 및 관련 서비스업,"건축물및구조물의설계, 감리, 안전진단, 건설사업관리, 플랜트및시스템엔지니어링, 학술연구용역",2024-03-07,2027-03-06,벤처기업확인기관,재확인
5604,(주)화신하이테크,정**,연구개발유형,부산,부산 강서구,제조업,볼트 및 너트류 제조업,"볼트, 너트, 파스너 외",2024-03-28,2027-03-27,벤처기업확인기관,신규
5605,(주)제이에프컨트롤,박**,혁신성장유형,경기,경기도 수원시,제조업,배전반 및 전기 자동제어반 제조업,산업용제어기기,2024-03-30,2027-03-29,벤처기업확인기관,재확인
5606,주식회사 위드플레이북,김**,벤처투자유형,전남,전라남도 나주시,도소매업,전자상거래 소매 중개업,육아심리기반 놀이학습 플랫폼 서비스,2024-02-28,2027-02-27,벤처기업확인기관,신규
5607,주식회사 에이치티비젼,김**,혁신성장유형,경기,경기도 부천시,제조업,비디오 및 기타 영상기기 제조업,CCTV 카메라,2024-03-18,2027-03-17,벤처기업확인기관,재확인
5608,주식회사 에스제이켐메디텍,송**,혁신성장유형,서울,서울 관악구,제조업,합성의약품 및 기타 완제 의약품 제조업,완제의약품,2024-10-29,2027-10-28,벤처기업확인기관,신규
5609,(주)이노사인,최**,연구개발유형,경기,경기도 시흥시,제조업,플라스틱 필름 제조업,"교통,안전시설물 표지판외",2024-03-28,2027-03-27,벤처기업확인기관,신규
5610,주식회사 하포테크,김**,벤처투자유형,서울,서울특별시 금천구,정보처리S/W,데이터베이스 및 온라인정보 제공업,창고관리소프트웨어,2024-02-21,2027-02-20,벤처기업확인기관,신규
5611,(주)세빈금속,김**,혁신성장유형,부산,부산광역시 강서구,제조업,기타 1차 비철금속 제조업,스텐레스,2024-03-28,2027-03-27,벤처기업확인기관,신규
5612,주식회사 엔지니어스톡,김**,벤처투자유형,대전,대전광역시 유성구,정보처리S/W,포털 및 기타 인터넷 정보매개 서비스업,산업용 전자장비 수리 플랫폼 서비스,2024-03-28,2027-03-27,벤처기업확인기관,재확인
5613,주토스주식회사,심**,혁신성장유형,경기,경기도 안양시,제조업,그 외 기타 특수목적용 기계 제조업,"자동화장비, 소프트웨어개발",2024-08-28,2027-08-27,벤처기업확인기관,재확인
5614,주식회사 내면소통연구소,김**,벤처투자유형,서울,서울특별시 강남구,정보처리S/W,컴퓨터 프로그래밍 서비스업,뇌과학기반의 명상 서비스 ,2024-02-28,2027-02-27,벤처기업확인기관,신규
5615,주식회사 수요일오전,최**,혁신성장유형,서울,서울특별시 마포구,기타,시각 디자인업,시각 디자인업,2024-08-13,2027-08-12,벤처기업확인기관,신규
5616,(주) 인코아,황**,혁신성장유형,경기,경기도 평택시,도소매업,화장품 및 화장용품 도매업,화장품,2024-04-24,2027-04-23,벤처기업확인기관,재확인
5617,(주)본작,배**,벤처투자유형,서울,서울 강남구,제조업,여자용 겉옷 제조업,"여자용,남자용겉옷,구두류,표면광택제,실내가향제 제조/비주거용건물건설공사,건축마무리공사",2024-03-20,2027-03-19,벤처기업확인기관,재확인
5618,(주) 씨오플랜지,임**,혁신성장유형,서울,서울특별시 강남구,기타,건물 및 토목 엔지니어링 서비스업,"시공 컨설팅 (기술제안, 시공계획 수립, 현장 공정관리, BIM 등)",2024-03-20,2027-03-19,벤처기업확인기관,신규
5619,주식회사 티엘씨커뮤니케이션,"이**,김**",혁신성장유형,경기,경기도 성남시,정보처리S/W,응용 소프트웨어 개발 및 공급업,영상관리인코더/플랫폼,2024-03-02,2027-03-01,벤처기업확인기관,재확인
5620,㈜유니폴리,이**,혁신성장유형,대구,대구광역시 달서구,제조업,산업용 그 외 비경화 고무제품 제조업,"O-RING,OIL-SEAL,PACKING",2024-03-30,2027-03-29,벤처기업확인기관,재확인
5621,주식회사 코리아커넥트,이**,혁신성장유형,대전,대전광역시 중구,정보처리S/W,시스템 소프트웨어 개발 및 공급업,"모니터링관리시스템, 기타 응용소프트웨어를 활용한 시스템, 이종데이터수집솔루션, 데이터분석/예측솔루션",2024-02-28,2027-02-27,벤처기업확인기관,신규
5622,주식회사 신우테크윈,강**,혁신성장유형,경남,경남 함안군,제조업,그 외 기타 특수목적용 기계 제조업,철도장비 및 방위산업 부품,2024-05-02,2027-05-01,벤처기업확인기관,신규
5623,빅머신모터스 주식회사,임**,혁신성장유형,서울,서울특별시 중랑구,도소매업,전자상거래 소매업,화물차 부품,2024-03-28,2027-03-27,벤처기업확인기관,신규
